-703.000000,779.269876,-98.883502,32.513618,-15.239261,8.619588,-5.484562,3.786255,-2.776753,2.134730,-1.705146,1.406374,-1.192431,1.035992,-0.920131,0.834033,-0.770667,0.725479,-0.695650,0.679731,-0.677544,0.690405,-0.721881,0.779826,-0.882337,1.080337,-1.606379,1.000000
-303.235773,242.553749,76.185445,-21.994578,9.925708,-5.523961,3.485405,-2.394321,1.750453,-1.342887,1.071054,-0.882426,0.747576,-0.649092,0.576217,-0.522096,0.482279,-0.453885,0.435134,-0.425106,0.423680,-0.431675,0.451316,-0.487511,0.551568,-0.675320,1.004131,-0.625087
86.585186,-171.434891,45.759660,51.484206,-18.329267,9.377191,-5.681338,3.814590,-2.749445,2.089450,-1.655535,1.357457,-1.145907,0.992226,-0.878948,0.795048,-0.733422,0.689489,-0.660418,0.644732,-0.642194,0.654004,-0.683506,0.738108,-0.834915,1.022092,-1.519626,0.945973
-44.060938,76.596959,-79.678787,18.411154,38.795497,-15.246992,8.360182,-5.336512,3.734128,-2.784373,2.177750,-1.769220,1.483343,-1.277779,1.127374,-1.016549,0.935398,-0.877589,0.839211,-0.818190,0.814094,-0.828348,0.865120,-0.933736,1.055789,-1.292144,1.920857,-1.195702
27.689549,-46.346926,38.034466,-52.016946,9.745347,31.398453,-13.094202,7.513420,-4.974321,3.588240,-2.746401,2.197996,-1.822968,1.557680,-1.365842,1.225638,-1.123490,1.050835,-1.002406,0.975352,-0.968908,0.984601,-1.027261,1.107864,-1.251952,1.531623,-2.276375,1.416935
-19.427309,31.995151,-24.136769,25.358400,-38.947753,5.928354,26.661068,-11.579639,6.867248,-4.674610,3.454236,-2.700989,2.204005,-1.861063,1.617372,-1.441419,1.314201,-1.223978,1.163589,-1.129080,1.119147,-1.135268,1.182808,-1.274251,1.438846,-1.759335,2.614055,-1.627016
14.585452,-23.819831,17.254756,-16.406096,19.164833,-31.457875,3.909050,23.442072,-10.495256,6.386485,-4.446206,3.352224,-2.669855,2.216232,-1.902050,1.679160,-1.519813,1.407383,-1.331875,1.287692,-1.272665,1.288019,-1.339523,1.441074,-1.625557,1.986271,-2.950139,1.836038
-11.463693,18.629641,-13.189938,11.922949,-12.519885,15.555484,-26.689023,2.704629,21.177042,-9.712913,6.037148,-4.284038,3.287169,-2.661481,2.244255,-1.955727,1.752838,-1.610900,1.515433,-1.458286,1.435900,-1.448941,1.503404,-1.614527,1.818865,-2.220553,3.296555,-2.051408
9.312319,-15.086155,10.530425,-9.241051,9.181264,-10.218267,13.235359,-23.456936,1.920142,19.558687,-9.153652,5.794448,-4.181841,3.260213,-2.680257,2.294037,-2.028982,1.846066,-1.723267,1.648282,-1.615283,1.623882,-1.680039,1.800239,-2.024821,2.469334,-3.663742,2.279595
-7.754703,12.536295,-8.668310,7.463818,-7.173839,7.534273,-8.723807,11.653516,-21.185622,1.371406,18.408325,-8.768252,5.641930,-4.135241,3.272309,-2.729846,2.370885,-2.128415,1.966798,-1.866612,1.818211,-1.819314,1.875408,-2.004075,2.249598,-2.739814,4.062120,-2.527044
6.583017,-10.626307,7.299313,-6.204159,5.835463,-5.916831,6.454683,-7.698046,10.537489,-19.563902,0.962455,17.617990,-8.526290,5.569783,-4.142520,3.325662,-2.814769,2.481071,-2.262026,2.125152,-2.054080,2.043138,-2.096577,2.232779,-2.500149,3.039980,-4.503157,2.800838
-5.674120,9.149206,-6.254663,5.267336,-4.880592,4.834976,-5.085722,5.708687,-6.970903,9.738420,-18.411562,0.638448,17.122113,-8.410131,5.573666,-4.204939,3.424601,-2.941555,2.633213,-2.440929,2.335741,-2.305737,2.352519,-2.494680,2.784876,-3.379339,5.000387,-3.109315
4.950832,-7.976422,5.433438,-4.544627,4.165548,-4.060051,4.168259,-4.507673,5.177165,-6.448380,9.169419,-17.619955,0.365139,16.882974,-8.411758,5.654227,-4.327202,3.576513,-3.120046,2.840043,-2.681876,2.621556,-2.655272,2.800627,-3.114477,3.769805,-5.570611,3.462806
-4.362513,7.024153,-4.771681,3.970523,-3.609995,3.477085,-3.509277,3.701596,-4.093603,4.793570,-6.075126,8.777796,-17.123173,0.118877,16.883310,-8.531434,5.817329,-4.518369,3.793259,-3.365397,3.121317,-3.011788,3.021788,-3.165401,3.503160,-4.226918,6.235536,-3.874627
3.874627,-6.235536,4.226918,-3.503160,3.165401,-3.021788,3.011788,-3.121317,3.365397,-3.793259,4.518369,-5.817329,8.531434,-16.883310,-0.118877,17.123173,-8.777796,6.075126,-4.793570,4.093603,-3.701596,3.509277,-3.477085,3.609995,-3.970523,4.771681,-7.024153,4.362513
-3.462806,5.570611,-3.769805,3.114477,-2.800627,2.655272,-2.621556,2.681876,-2.840043,3.120046,-3.576513,4.327202,-5.654227,8.411758,-16.882974,-0.365139,17.619955,-9.169419,6.448380,-5.177165,4.507673,-4.168259,4.060051,-4.165548,4.544627,-5.433438,7.976422,-4.950832
3.109315,-5.000387,3.379339,-2.784876,2.494680,-2.352519,2.305737,-2.335741,2.440929,-2.633213,2.941555,-3.424601,4.204939,-5.573666,8.410131,-17.122113,-0.638448,18.411562,-9.738420,6.970903,-5.708687,5.085722,-4.834976,4.880592,-5.267336,6.254663,-9.149206,5.674120
-2.800838,4.503157,-3.039980,2.500149,-2.232779,2.096577,-2.043138,2.054080,-2.125152,2.262026,-2.481071,2.814769,-3.325662,4.142520,-5.569783,8.526290,-17.617990,-0.962455,19.563902,-10.537489,7.698046,-6.454683,5.916831,-5.835463,6.204159,-7.299313,10.626307,-6.583017
2.527044,-4.062120,2.739814,-2.249598,2.004075,-1.875408,1.819314,-1.818211,1.866612,-1.966798,2.128415,-2.370885,2.729846,-3.272309,4.135241,-5.641930,8.768252,-18.408325,-1.371406,21.185622,-11.653516,8.723807,-7.534273,7.173839,-7.463818,8.668310,-12.536295,7.754703
-2.279595,3.663742,-2.469334,2.024821,-1.800239,1.680039,-1.623882,1.615283,-1.648282,1.723267,-1.846066,2.028982,-2.294037,2.680257,-3.260213,4.181841,-5.794448,9.153652,-19.558687,-1.920142,23.456936,-13.235359,10.218267,-9.181264,9.241051,-10.530425,15.086155,-9.312319
2.051408,-3.296555,2.220553,-1.818865,1.614527,-1.503404,1.448941,-1.435900,1.458286,-1.515433,1.610900,-1.752838,1.955727,-2.244255,2.661481,-3.287169,4.284038,-6.037148,9.712913,-21.177042,-2.704629,26.689023,-15.555484,12.519885,-11.922949,13.189938,-18.629641,11.463693
-1.836038,2.950139,-1.986271,1.625557,-1.441074,1.339523,-1.288019,1.272665,-1.287692,1.331875,-1.407383,1.519813,-1.679160,1.902050,-2.216232,2.669855,-3.352224,4.446206,-6.386485,10.495256,-23.442072,-3.909050,31.457875,-19.164833,16.406096,-17.254756,23.819831,-14.585452
1.627016,-2.614055,1.759335,-1.438846,1.274251,-1.182808,1.135268,-1.119147,1.129080,-1.163589,1.223978,-1.314201,1.441419,-1.617372,1.861063,-2.204005,2.700989,-3.454236,4.674610,-6.867248,11.579639,-26.661068,-5.928354,38.947753,-25.358400,24.136769,-31.995151,19.427309
-1.416935,2.276375,-1.531623,1.251952,-1.107864,1.027261,-0.984601,0.968908,-0.975352,1.002406,-1.050835,1.123490,-1.225638,1.365842,-1.557680,1.822968,-2.197996,2.746401,-3.588240,4.974321,-7.513420,13.094202,-31.398453,-9.745347,52.016946,-38.034466,46.346926,-27.689549
1.195702,-1.920857,1.292144,-1.055789,0.933736,-0.865120,0.828348,-0.814094,0.818190,-0.839211,0.877589,-0.935398,1.016549,-1.127374,1.277779,-1.483343,1.769220,-2.177750,2.784373,-3.734128,5.336512,-8.360182,15.246992,-38.795497,-18.411154,79.678787,-76.596959,44.060938
-0.945973,1.519626,-1.022092,0.834915,-0.738108,0.683506,-0.654004,0.642194,-0.644732,0.660418,-0.689489,0.733422,-0.795048,0.878948,-0.992226,1.145907,-1.357457,1.655535,-2.089450,2.749445,-3.814590,5.681338,-9.377191,18.329267,-51.484206,-45.759660,171.434891,-86.585186
0.625087,-1.004131,0.675320,-0.551568,0.487511,-0.451316,0.431675,-0.423680,0.425106,-0.435134,0.453885,-0.482279,0.522096,-0.576217,0.649092,-0.747576,0.882426,-1.071054,1.342887,-1.750453,2.394321,-3.485405,5.523961,-9.925708,21.994578,-76.185445,-242.553749,303.235773
-1.000000,1.606379,-1.080337,0.882337,-0.779826,0.721881,-0.690405,0.677544,-0.679731,0.695650,-0.725479,0.770667,-0.834033,0.920131,-1.035992,1.192431,-1.406374,1.705146,-2.134730,2.776753,-3.786255,5.484562,-8.619588,15.239261,-32.513618,98.883502,-779.269876,703.000000
