power,coefficient
t^0,1.0000000000000009
t^1,-110.00000000000004
t^2,2970.0000000000005
t^3,-34320.0
t^4,210210.0
t^5,-756756.0
t^6,1681680.0
t^7,-2333759.9999999995
t^8,1969110.0
t^9,-923780.0
t^10,184756.0
