X/Tau,4.940656e-324,1.000000e+02,2.000000e+02,3.000000e+02,4.000000e+02,5.000000e+02,6.000000e+02,7.000000e+02,8.000000e+02,9.000000e+02,1.000000e+03,1.100000e+03,1.200000e+03,1.300000e+03,1.400000e+03,1.500000e+03,1.600000e+03,1.700000e+03,1.800000e+03,1.900000e+03,2.000000e+03,2.100000e+03,2.200000e+03,2.300000e+03,2.400000e+03,2.500000e+03,2.600000e+03,2.700000e+03,2.800000e+03,2.900000e+03,3.000000e+03,3.100000e+03,3.200000e+03,3.300000e+03,3.400000e+03,3.500000e+03,3.600000e+03,3.700000e+03,3.800000e+03,3.900000e+03,4.000000e+03,4.100000e+03,4.200000e+03,4.300000e+03,4.400000e+03,4.500000e+03,4.600000e+03,4.700000e+03,4.800000e+03,4.900000e+03,5.000000e+03,5.100000e+03,5.200000e+03,5.300000e+03,5.400000e+03,5.500000e+03,5.600000e+03,5.700000e+03,5.800000e+03,5.900000e+03,6.000000e+03,6.100000e+03,6.200000e+03,6.300000e+03,6.400000e+03,6.500000e+03,6.600000e+03,6.700000e+03,6.800000e+03,6.900000e+03,7.000000e+03,7.100000e+03,7.200000e+03,7.300000e+03,7.400000e+03,7.500000e+03,7.600000e+03,7.700000e+03,7.800000e+03,7.900000e+03,8.000000e+03,8.100000e+03,8.200000e+03,8.300000e+03,8.400000e+03,8.500000e+03,8.600000e+03,8.700000e+03,8.800000e+03,8.900000e+03,9.000000e+03,9.100000e+03,9.200000e+03,9.300000e+03,9.400000e+03,9.500000e+03,9.600000e+03,9.700000e+03,9.800000e+03,9.900000e+03,1.000000e+04
4.940656e-324,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13,-1.136868e-13
5.000000e-02,0.000000e+00,1.951862e-02,6.070215e-03,-3.046543e-03,-8.477514e-03,-1.103513e-02,-1.181162e-02,-1.156508e-02,-1.075843e-02,-9.665109e-03,-8.445113e-03,-7.191400e-03,-5.957212e-03,-4.772092e-03,-3.651367e-03,-2.601826e-03,-1.625163e-03,-7.200824e-04,1.164012e-04,8.881630e-04,1.599474e-03,2.254698e-03,2.858117e-03,3.413819e-03,3.925652e-03,4.397196e-03,4.831756e-03,5.232369e-03,5.601816e-03,5.942641e-03,6.257163e-03,6.547498e-03,6.815574e-03,7.063150e-03,7.291828e-03,7.503072e-03,7.698217e-03,7.878482e-03,8.044984e-03,8.198744e-03,8.340696e-03,8.471698e-03,8.592536e-03,8.703934e-03,8.806556e-03,8.901013e-03,8.987870e-03,9.067646e-03,9.140821e-03,9.207838e-03,9.269107e-03,9.325008e-03,9.375891e-03,9.422083e-03,9.463886e-03,9.501580e-03,9.535428e-03,9.565671e-03,9.592536e-03,9.616233e-03,9.636959e-03,9.654897e-03,9.670217e-03,9.683079e-03,9.693633e-03,9.702018e-03,9.708365e-03,9.712797e-03,9.715427e-03,9.716364e-03,9.715708e-03,9.713555e-03,9.709993e-03,9.705105e-03,9.698970e-03,9.691662e-03,9.683251e-03,9.673802e-03,9.663376e-03,9.652031e-03,9.639823e-03,9.626803e-03,9.613019e-03,9.598518e-03,9.583343e-03,9.567534e-03,9.551131e-03,9.534169e-03,9.516684e-03,9.498708e-03,9.480272e-03,9.461405e-03,9.442135e-03,9.422488e-03,9.402489e-03,9.382161e-03,9.361526e-03,9.340606e-03,9.319420e-03,9.297988e-03,9.276326e-03
1.000000e-01,0.000000e+00,-2.105651e-02,3.810450e-02,2.750591e-02,1.951862e-02,1.500768e-02,1.173347e-02,8.824223e-03,6.070215e-03,3.470466e-03,1.065577e-03,-1.111853e-03,-3.046543e-03,-4.738061e-03,-6.196108e-03,-7.436373e-03,-8.477514e-03,-9.339156e-03,-1.004064e-02,-1.060031e-02,-1.103513e-02,-1.136054e-02,-1.159040e-02,-1.173710e-02,-1.181162e-02,-1.182365e-02,-1.178172e-02,-1.169334e-02,-1.156508e-02,-1.140272e-02,-1.121130e-02,-1.099525e-02,-1.075843e-02,-1.050423e-02,-1.023561e-02,-9.955146e-03,-9.665109e-03,-9.367471e-03,-9.063955e-03,-8.756065e-03,-8.445113e-03,-8.132240e-03,-7.818441e-03,-7.504578e-03,-7.191400e-03,-6.879554e-03,-6.569598e-03,-6.262014e-03,-5.957212e-03,-5.655544e-03,-5.357308e-03,-5.062754e-03,-4.772092e-03,-4.485495e-03,-4.203105e-03,-3.925033e-03,-3.651367e-03,-3.382175e-03,-3.117503e-03,-2.857382e-03,-2.601826e-03,-2.350840e-03,-2.104414e-03,-1.862531e-03,-1.625163e-03,-1.392277e-03,-1.163833e-03,-9.397849e-04,-7.200824e-04,-5.046714e-04,-2.934943e-04,-8.649092e-05,1.164012e-04,3.152464e-04,5.101104e-04,7.010601e-04,8.881630e-04,1.071487e-03,1.251102e-03,1.427074e-03,1.599474e-03,1.768368e-03,1.933826e-03,2.095914e-03,2.254698e-03,2.410246e-03,2.562622e-03,2.711891e-03,2.858117e-03,3.001361e-03,3.141686e-03,3.279152e-03,3.413819e-03,3.545745e-03,3.674989e-03,3.801606e-03,3.925652e-03,4.047182e-03,4.166248e-03,4.282902e-03,4.397196e-03
1.500000e-01,0.000000e+00,-3.559540e-02,-4.125285e-02,2.054496e-02,3.760391e-02,3.650468e-02,3.132488e-02,2.635750e-02,2.245801e-02,1.951862e-02,1.725517e-02,1.542092e-02,1.384344e-02,1.241393e-02,1.106870e-02,9.773333e-03,8.511437e-03,7.277116e-03,6.070215e-03,4.893407e-03,3.750454e-03,2.645235e-03,1.581221e-03,5.612387e-04,-4.126081e-04,-1.338925e-03,-2.216964e-03,-3.046543e-03,-3.827955e-03,-4.561886e-03,-5.249332e-03,-5.891534e-03,-6.489915e-03,-7.046032e-03,-7.561532e-03,-8.038116e-03,-8.477514e-03,-8.881460e-03,-9.251674e-03,-9.589848e-03,-9.897636e-03,-1.017665e-02,-1.042843e-02,-1.065449e-02,-1.085627e-02,-1.103513e-02,-1.119240e-02,-1.132934e-02,-1.144713e-02,-1.154692e-02,-1.162978e-02,-1.169674e-02,-1.174876e-02,-1.178677e-02,-1.181162e-02,-1.182415e-02,-1.182512e-02,-1.181528e-02,-1.179530e-02,-1.176585e-02,-1.172754e-02,-1.168094e-02,-1.162662e-02,-1.156508e-02,-1.149681e-02,-1.142228e-02,-1.134191e-02,-1.125611e-02,-1.116527e-02,-1.106975e-02,-1.096989e-02,-1.086602e-02,-1.075843e-02,-1.064741e-02,-1.053324e-02,-1.041615e-02,-1.029641e-02,-1.017422e-02,-1.004980e-02,-9.923354e-03,-9.795064e-03,-9.665109e-03,-9.533656e-03,-9.400862e-03,-9.266874e-03,-9.131831e-03,-8.995864e-03,-8.859097e-03,-8.721644e-03,-8.583615e-03,-8.445113e-03,-8.306233e-03,-8.167067e-03,-8.027698e-03,-7.888208e-03,-7.748671e-03,-7.609158e-03,-7.469734e-03,-7.330462e-03,-7.191400e-03,-7.052602e-03
2.000000e-01,0.000000e+00,1.064374e-01,-5.930047e-02,-6.603598e-02,-2.105651e-02,1.308154e-02,3.066350e-02,3.730010e-02,3.810450e-02,3.622526e-02,3.335541e-02,3.032687e-02,2.750591e-02,2.502118e-02,2.288748e-02,2.107036e-02,1.951862e-02,1.817976e-02,1.700667e-02,1.595987e-02,1.500768e-02,1.412539e-02,1.329426e-02,1.250032e-02,1.173347e-02,1.098652e-02,1.025458e-02,9.534464e-03,8.824223e-03,8.122838e-03,7.429939e-03,6.745606e-03,6.070215e-03,5.404327e-03,4.748605e-03,4.103751e-03,3.470466e-03,2.849421e-03,2.241233e-03,1.646457e-03,1.065577e-03,4.990037e-04,-5.292550e-05,-5.899439e-04,-1.111853e-03,-1.618517e-03,-2.109860e-03,-2.585860e-03,-3.046543e-03,-3.491978e-03,-3.922276e-03,-4.337578e-03,-4.738061e-03,-5.123923e-03,-5.495387e-03,-5.852696e-03,-6.196108e-03,-6.525894e-03,-6.842338e-03,-7.145732e-03,-7.436373e-03,-7.714564e-03,-7.980612e-03,-8.234826e-03,-8.477514e-03,-8.708985e-03,-8.929546e-03,-9.139502e-03,-9.339156e-03,-9.528804e-03,-9.708742e-03,-9.879259e-03,-1.004064e-02,-1.019316e-02,-1.033711e-02,-1.047273e-02,-1.060031e-02,-1.072009e-02,-1.083233e-02,-1.093726e-02,-1.103513e-02,-1.112617e-02,-1.121061e-02,-1.128866e-02,-1.136054e-02,-1.142645e-02,-1.148660e-02,-1.154119e-02,-1.159040e-02,-1.163442e-02,-1.167343e-02,-1.170760e-02,-1.173710e-02,-1.176210e-02,-1.178275e-02,-1.179921e-02,-1.181162e-02,-1.182013e-02,-1.182489e-02,-1.182601e-02,-1.182365e-02
2.500000e-01,0.000000e+00,1.123252e-01,5.417474e-02,-5.204781e-02,-7.719476e-02,-5.771871e-02,-2.809213e-02,-2.408482e-03,1.597693e-02,2.767462e-02,3.430004e-02,3.741723e-02,3.825414e-02,3.769111e-02,3.632725e-02,3.455523e-02,3.262366e-02,3.068370e-02,2.882220e-02,2.708445e-02,2.548952e-02,2.404048e-02,2.273109e-02,2.155010e-02,2.048397e-02,1.951862e-02,1.864035e-02,1.783643e-02,1.709539e-02,1.640710e-02,1.576275e-02,1.515476e-02,1.457673e-02,1.402327e-02,1.348988e-02,1.297286e-02,1.246919e-02,1.197640e-02,1.149255e-02,1.101608e-02,1.054579e-02,1.008077e-02,9.620328e-03,9.163988e-03,8.711422e-03,8.262432e-03,7.816921e-03,7.374874e-03,6.936339e-03,6.501409e-03,6.070215e-03,5.642912e-03,5.219670e-03,4.800672e-03,4.386102e-03,3.976146e-03,3.570986e-03,3.170798e-03,2.775748e-03,2.385995e-03,2.001685e-03,1.622952e-03,1.249920e-03,8.826995e-04,5.213874e-04,1.660702e-04,-1.831784e-04,-5.262961e-04,-8.632322e-04,-1.193946e-03,-1.518408e-03,-1.836598e-03,-2.148505e-03,-2.454126e-03,-2.753468e-03,-3.046543e-03,-3.333372e-03,-3.613982e-03,-3.888406e-03,-4.156682e-03,-4.418855e-03,-4.674972e-03,-4.925086e-03,-5.169254e-03,-5.407536e-03,-5.639995e-03,-5.866697e-03,-6.087711e-03,-6.303108e-03,-6.512961e-03,-6.717343e-03,-6.916332e-03,-7.110004e-03,-7.298437e-03,-7.481712e-03,-7.659907e-03,-7.833103e-03,-8.001381e-03,-8.164821e-03,-8.323505e-03,-8.477514e-03
3.000000e-01,0.000000e+00,6.919234e-02,1.189000e-01,4.305158e-02,-3.559540e-02,-7.256080e-02,-7.581848e-02,-6.155909e-02,-4.125285e-02,-2.105651e-02,-3.648879e-03,1.018076e-02,2.054496e-02,2.791932e-02,3.287300e-02,3.594633e-02,3.760391e-02,3.822406e-02,3.810450e-02,3.747392e-02,3.650468e-02,3.532458e-02,3.402676e-02,3.267795e-02,3.132488e-02,2.999936e-02,2.872214e-02,2.750591e-02,2.635750e-02,2.527961e-02,2.427204e-02,2.333265e-02,2.245801e-02,2.164393e-02,2.088583e-02,2.017896e-02,1.951862e-02,1.890025e-02,1.831954e-02,1.777242e-02,1.725517e-02,1.676436e-02,1.629688e-02,1.584991e-02,1.542092e-02,1.500768e-02,1.460816e-02,1.422060e-02,1.384344e-02,1.347531e-02,1.311502e-02,1.276153e-02,1.241393e-02,1.207147e-02,1.173347e-02,1.139937e-02,1.106870e-02,1.074106e-02,1.041613e-02,1.009362e-02,9.773333e-03,9.455086e-03,9.138749e-03,8.824223e-03,8.511437e-03,8.200348e-03,7.890932e-03,7.583185e-03,7.277116e-03,6.972747e-03,6.670112e-03,6.369252e-03,6.070215e-03,5.773054e-03,5.477826e-03,5.184589e-03,4.893407e-03,4.604340e-03,4.317451e-03,4.032802e-03,3.750454e-03,3.470466e-03,3.192897e-03,2.917802e-03,2.645235e-03,2.375246e-03,2.107884e-03,1.843194e-03,1.581221e-03,1.322003e-03,1.065577e-03,8.119787e-04,5.612387e-04,3.133855e-04,6.844514e-05,-1.735595e-04,-4.126081e-04,-6.486829e-04,-8.817687e-04,-1.111853e-03,-1.338925e-03
3.500000e-01,0.000000e+00,3.565755e-02,1.140799e-01,1.092547e-01,4.872368e-02,-1.403411e-02,-5.577531e-02,-7.469287e-02,-7.665620e-02,-6.830203e-02,-5.479110e-02,-3.954640e-02,-2.460326e-02,-1.103966e-02,6.735393e-04,1.042565e-02,1.830443e-02,2.449542e-02,2.922193e-02,3.271106e-02,3.517567e-02,3.680606e-02,3.776721e-02,3.819909e-02,3.821857e-02,3.792202e-02,3.738806e-02,3.668024e-02,3.584949e-02,3.493625e-02,3.397233e-02,3.298251e-02,3.198584e-02,3.099676e-02,3.002599e-02,2.908127e-02,2.816801e-02,2.728976e-02,2.644861e-02,2.564554e-02,2.488065e-02,2.415341e-02,2.346279e-02,2.280744e-02,2.218574e-02,2.159595e-02,2.103623e-02,2.050468e-02,1.999943e-02,1.951862e-02,1.906047e-02,1.862324e-02,1.820528e-02,1.780503e-02,1.742100e-02,1.705183e-02,1.669622e-02,1.635297e-02,1.602096e-02,1.569916e-02,1.538663e-02,1.508249e-02,1.478595e-02,1.449628e-02,1.421280e-02,1.393492e-02,1.366208e-02,1.339379e-02,1.312959e-02,1.286908e-02,1.261189e-02,1.235769e-02,1.210620e-02,1.185715e-02,1.161031e-02,1.136548e-02,1.112247e-02,1.088113e-02,1.064132e-02,1.040292e-02,1.016582e-02,9.929944e-03,9.695212e-03,9.461561e-03,9.228943e-03,8.997314e-03,8.766643e-03,8.536907e-03,8.308087e-03,8.080173e-03,7.853159e-03,7.627047e-03,7.401838e-03,7.177542e-03,6.954168e-03,6.731732e-03,6.510249e-03,6.289736e-03,6.070215e-03,5.851707e-03,5.634233e-03
4.000000e-01,0.000000e+00,1.710315e-02,8.413538e-02,1.220494e-01,1.064374e-01,6.041492e-02,9.573000e-03,-3.183843e-02,-5.930047e-02,-7.357591e-02,-7.745866e-02,-7.405012e-02,-6.603598e-02,-5.548386e-02,-4.387015e-02,-3.218624e-02,-2.105651e-02,-1.084177e-02,-1.721044e-03,6.247279e-03,1.308154e-02,1.884611e-02,2.363045e-02,2.753526e-02,3.066350e-02,3.311492e-02,3.498282e-02,3.635239e-02,3.730010e-02,3.789366e-02,3.819239e-02,3.824784e-02,3.810450e-02,3.780048e-02,3.736828e-02,3.683546e-02,3.622526e-02,3.555722e-02,3.484760e-02,3.410995e-02,3.335541e-02,3.259311e-02,3.183049e-02,3.107349e-02,3.032687e-02,2.959431e-02,2.887866e-02,2.818202e-02,2.750591e-02,2.685133e-02,2.621888e-02,2.560884e-02,2.502118e-02,2.445568e-02,2.391194e-02,2.338942e-02,2.288748e-02,2.240540e-02,2.194240e-02,2.149766e-02,2.107036e-02,2.065965e-02,2.026468e-02,1.988461e-02,1.951862e-02,1.916591e-02,1.882569e-02,1.849722e-02,1.817976e-02,1.787262e-02,1.757515e-02,1.728669e-02,1.700667e-02,1.673449e-02,1.646964e-02,1.621159e-02,1.595987e-02,1.571403e-02,1.547364e-02,1.523832e-02,1.500768e-02,1.478138e-02,1.455909e-02,1.434053e-02,1.412539e-02,1.391343e-02,1.370440e-02,1.349808e-02,1.329426e-02,1.309274e-02,1.289335e-02,1.269593e-02,1.250032e-02,1.230640e-02,1.211402e-02,1.192308e-02,1.173347e-02,1.154509e-02,1.135786e-02,1.117169e-02,1.098652e-02
