371776.101562 | -212866.343750 | -447215.562500 | 466038.875000 | -282757.625000 | 253367.750000 | -461775.500000 | 885569.250000 | -1436203.000000 | 1947767.250000 | -2218521.125000 | 2036683.875000 | -1245491.750000 | -196243.250000 | 2162459.000000 | -4335968.000000 | 6220118.000000 | -7282937.000000 | 7062819.500000 | -5413065.500000 | 2617718.250000 | 595188.000000 | -3251185.000000 | 4492731.000000 | -4030670.000000 | 2348404.437500 | -599121.500000 | 64232.875000 | -1458694.250000 | 4455495.000000 | -7743204.000000 | 9736152.000000 | -9457082.000000 | 7072884.000000 | -3791838.000000 | 1105866.250000 | 43272.000000 | 259410.000000 | -1157768.500000 | 1649626.000000 | -1219589.000000 | 59559.750000 | 1187105.750000 | -1858635.000000 | 1627655.500000 | -626239.000000 | -707098.500000 | 1858590.000000 | -2476812.750000 | 2461743.000000 | -1942386.375000 | 1180621.375000 | -456819.062500 | -20878.000000 | 155403.218750 | 30437.375000 | -432926.375000 | 907456.500000 | -1308890.500000 | 1526114.250000 | -1500741.750000 | 1234874.000000 | -774263.000000 | 198018.375000 | 460282.437500 | -405968.906250
293789.788758 | -171990.508399 | -319871.847030 | 290867.269942 | -130944.414544 | 106526.064653 | -253735.135562 | 554610.276633 | -946682.002964 | 1318312.203634 | -1529376.455988 | 1440662.155140 | -942381.120174 | 2417.181889 | 1300161.214795 | -2759573.520361 | 4046004.638122 | -4798524.214907 | 4720128.459338 | -3689362.291429 | 1889605.922856 | 214841.789975 | -1981182.047770 | 2854828.667590 | -2628528.754840 | 1600419.848596 | -489387.713041 | 100524.773215 | -870854.366999 | 2588809.655208 | -4452577.893601 | 5520519.894607 | -5230908.933706 | 3741004.088252 | -1875618.907680 | 479715.598056 | -55850.298702 | 436086.456972 | -1033094.200161 | 1218795.535586 | -753692.077499 | -153118.893565 | 1030873.280952 | -1428419.531834 | 1163330.691744 | -376087.818797 | -607291.712495 | 1420823.989401 | -1833598.235662 | 1786607.131608 | -1383731.450728 | 811434.005774 | -271594.322832 | -88261.626000 | 204253.671850 | -90372.024977 | -180264.520817 | 505255.068918 | -784738.037864 | 944077.823112 | -941903.530827 | 775310.078451 | -476574.134565 | 96592.912746 | 349996.883204 | -295971.083637
96282.074100 | -65435.975155 | -29014.112581 | -59742.267100 | 120695.738336 | -123689.821454 | 115641.136936 | -98916.598893 | 70601.792230 | -27142.659501 | -32975.052388 | 108511.248865 | -193642.092494 | 279458.884462 | -349993.101202 | 389034.084107 | -375637.809586 | 301708.905833 | -160929.637695 | -23590.054913 | 218202.997604 | -374103.062618 | 435083.251001 | -376352.189093 | 196545.903872 | 27523.180679 | -181222.968322 | 128276.646489 | 214249.237802 | -830783.163090 | 1552532.855340 | -2126809.808647 | 2337466.263045 | -2051777.579533 | 1375719.916971 | -557126.374982 | -128496.404697 | 472612.485862 | -447892.447403 | 176633.151112 | 154575.276126 | -382292.505893 | 432048.477521 | -321948.497427 | 119899.592084 | 80589.194102 | -224193.140929 | 283443.653348 | -263164.701497 | 187645.636347 | -85541.116834 | -15898.023245 | 100733.529311 | -165896.554709 | 205867.483510 | -226331.409252 | 231872.480766 | -223783.184700 | 206433.004800 | -181255.105953 | 153637.672804 | -123500.746878 | 95440.761546 | -73064.916437 | 69745.644617 | -37769.033682
2274.021065 | -6615.426556 | 40059.800594 | -61046.386744 | 30091.812854 | -19846.891544 | 50296.319736 | -93975.870734 | 140325.990451 | -176348.806474 | 187749.080037 | -158947.025931 | 81063.931472 | 45347.229830 | -210156.286007 | 380498.852912 | -522689.411001 | 595969.387287 | -560990.047862 | 420305.503238 | -194528.418737 | -56090.971295 | 254540.092924 | -338430.061141 | 287024.441555 | -146475.237420 | 9158.579523 | 23295.976451 | 105043.233489 | -361656.713930 | 643340.053247 | -827776.549270 | 818030.371536 | -644108.911069 | 394923.262187 | -183168.079002 | 86492.437948 | -94460.302769 | 142658.286393 | -152492.594845 | 87303.620525 | 26417.777234 | -137121.160790 | 184800.415851 | -148888.482782 | 40200.666977 | 94782.245095 | -210838.887157 | 275847.273479 | -282558.799112 | 237911.762818 | -166432.118364 | 97287.086459 | -46922.888409 | 22556.945717 | -26065.921258 | 50076.418939 | -82328.515896 | 109890.361859 | -125161.010531 | 121470.208761 | -99150.541570 | 61309.648105 | -14628.187968 | -38743.514306 | 33789.947583
-4628.547172 | 6661.524133 | -5772.216084 | 24875.735276 | -41966.931815 | 32535.793280 | -32377.576734 | 50592.784369 | -70487.600903 | 82577.964690 | -78957.644092 | 52372.864737 | 917.548630 | -79206.512893 | 172866.440102 | -264688.291778 | 332345.030861 | -349443.944580 | 303133.469471 | -189069.966748 | 29926.681762 | 133882.849845 | -249153.518365 | 277937.514861 | -211969.775050 | 86708.711207 | 22885.618756 | -34013.653444 | -104476.695150 | 372077.424506 | -682833.745035 | 906677.476586 | -949098.775603 | 774035.960080 | -471737.680214 | 147617.586839 | 78356.093623 | -155104.408989 | 102603.261706 | 5745.310623 | -99707.209832 | 136201.444680 | -113224.312541 | 55643.769228 | 505.812740 | -35931.680724 | 44707.614432 | -33717.084118 | 15460.191679 | 911.816544 | -10092.431555 | 15688.134134 | -18988.948163 | 27286.665828 | -40351.553819 | 58301.281654 | -78311.401028 | 95338.976923 | -106130.582079 | 108311.295993 | -99123.530425 | 80917.306616 | -55482.445249 | 27661.125870 | -1874.766721 | -5024.052866
-2370.422305 | 4589.524051 | -4817.935041 | 4194.479901 | 7048.116878 | -15102.251209 | 3778.572191 | 4770.109450 | -3939.897217 | 1768.883649 | -460.712561 | 1310.313700 | -5383.684999 | 12481.399078 | -22149.771198 | 31786.737809 | -37835.481196 | 38134.864559 | -29905.153578 | 13504.511678 | 10016.802362 | -33498.576043 | 50812.453723 | -53693.928380 | 42191.689880 | -20237.871910 | -322.044905 | 4322.873403 | 19600.217368 | -69627.938530 | 130423.447448 | -175142.635929 | 188351.595168 | -153093.856133 | 81892.372912 | -1218.130617 | -60856.012125 | 83694.011877 | -68182.146478 | 24296.482339 | 23210.986758 | -55316.797940 | 63376.777587 | -50694.094982 | 21672.299204 | 10780.505131 | -38111.352088 | 54635.906087 | -60684.852923 | 56506.240917 | -45512.444776 | 33558.618454 | -19936.222486 | 7196.893794 | 2122.996772 | -9531.583120 | 14305.671376 | -16834.942449 | 17382.450559 | -16644.733119 | 14697.085927 | -11731.492804 | 9021.804380 | -6494.203719 | 5619.467465 | -2889.667221
-318.339418 | 327.915843 | 522.953368 | -1624.802620 | 2392.076141 | 3214.230830 | -5681.938463 | -6176.136488 | 17022.527554 | -19896.241965 | 19254.562156 | -14587.721462 | 6108.650405 | 6073.865473 | -19905.724153 | 33713.216693 | -43937.847066 | 46426.380537 | -39679.308027 | 25123.465311 | -4825.490383 | -16133.617245 | 31380.136215 | -35560.631368 | 28196.052203 | -14394.325560 | 2389.018746 | -408.382280 | 14018.939207 | -38974.348280 | 65203.090398 | -79738.499849 | 79420.295361 | -62674.586899 | 31801.711359 | -5061.366982 | -10147.152893 | 11687.807327 | -4630.011588 | -5121.405667 | 10802.908561 | -12032.255624 | 7071.815722 | -2690.960918 | 326.111787 | -24.146818 | 1247.696624 | -3402.919295 | 3578.243463 | -3094.656883 | 812.418537 | 1671.366318 | -2673.848677 | 2522.194670 | -902.326722 | -2292.962393 | 6083.933593 | -9875.121615 | 12381.634535 | -13652.811087 | 12826.941048 | -10234.827944 | 6399.376025 | -2206.889638 | -2474.614062 | 2421.807196
145.639817 | -25.372774 | -571.473582 | 1462.207960 | -2798.134011 | 3872.744986 | -175.784599 | -1585.638531 | -6580.922610 | 13555.562172 | -13365.447331 | 9838.271779 | -3054.141694 | -6715.801932 | 17675.470262 | -28813.921099 | 36447.522959 | -38631.634585 | 33664.274324 | -21278.595427 | 3838.519074 | 14001.570404 | -27339.780367 | 30955.505460 | -24596.126590 | 11122.143296 | 2043.156013 | -6211.210989 | -3222.435180 | 25418.144972 | -52307.913757 | 73071.375133 | -76495.843439 | 61632.511916 | -34065.768589 | 3706.144220 | 17203.965821 | -23521.609921 | 16761.751213 | -2983.730170 | -9781.449159 | 16681.449176 | -16961.286759 | 11579.655724 | -4261.871026 | -2149.024280 | 6583.908539 | -8358.289942 | 8513.825548 | -8170.361688 | 7011.310386 | -5571.780046 | 4151.600242 | -1912.395759 | -537.061398 | 3237.631143 | -6009.785329 | 8039.080686 | -9596.935984 | 9906.700210 | -8993.876214 | 7091.306681 | -4643.674888 | 1765.934028 | 1215.796846 | -1336.088508
622.693084 | -1137.243807 | 1191.668222 | -1676.437758 | 2369.202578 | -3314.833083 | 3800.798414 | -368.577717 | -2224.091095 | -2435.885559 | 6036.742395 | -4481.121057 | 840.213512 | 4551.344097 | -10466.997297 | 16416.175349 | -20808.469037 | 22312.495032 | -19526.275063 | 13142.177993 | -4268.125577 | -4968.311770 | 11481.502026 | -13259.991767 | 9190.166086 | -1404.188164 | -6230.942449 | 9323.685573 | -4950.227689 | -6411.984705 | 20817.692522 | -31414.652930 | 33993.975651 | -27684.008047 | 13848.184125 | 227.337225 | -9697.266382 | 11733.855678 | -7057.007455 | -658.400773 | 7235.816846 | -10542.450019 | 9520.855783 | -6290.105413 | 2418.379919 | 834.425630 | -2375.362782 | 2691.658793 | -2204.585323 | 1118.851706 | -516.894876 | -52.579450 | 687.226222 | -1208.021043 | 1902.829603 | -2723.021189 | 3628.081258 | -4406.295507 | 4775.494527 | -4740.418951 | 4349.476754 | -3455.509521 | 2211.295024 | -900.788497 | -459.774063 | 563.379488
321.288290 | -506.837226 | 346.689008 | -200.587766 | -34.351264 | 310.391484 | -641.296770 | 636.946890 | 2395.445592 | -4617.354894 | 770.615284 | 2753.188322 | -2727.588378 | 1708.592742 | 30.247409 | -2170.965039 | 3992.778817 | -5434.315632 | 5880.370276 | -5067.341959 | 3148.176708 | -732.505155 | -1500.806229 | 2894.690865 | -2903.703294 | 1739.592783 | -73.823684 | -1195.828110 | 1701.941162 | -1229.120421 | 287.698574 | -114.587302 | 487.585210 | -1827.891314 | 2815.927914 | -3272.528313 | 2473.588061 | -244.298084 | -2567.298317 | 5221.983856 | -6794.999665 | 7042.253742 | -6587.472678 | 5295.631795 | -3720.631258 | 2606.548944 | -1801.210050 | 1235.447154 | -845.978980 | 465.625448 | -5.291020 | -199.329651 | 456.435879 | -540.232995 | 470.725352 | -254.759401 | 1.620115 | 289.565952 | -569.243589 | 707.014710 | -739.904917 | 592.618065 | -449.629216 | 182.253473 | 113.556173 | -121.846217
